impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K18-113354,A566415,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A566415,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Kingston,Dog,6 YEARS 4 MONTHS,Neutered Male,Australian Shepherd / German Shepherd,Bl Brindle / Br Brindle,10/30/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A566415,Image Copyright HLP Inc. 2019,"Received on: 2018-10-30<p/> Description: Bl Brindle / Br Brindle<p/>  Neutered Male Australian Shepherd / German Shepherd Dog<p/> Age: 6 YEARS 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Kingston and I am available for adoption.<p/><p/>I was brought in by my previous owner on September 20, 2018 because I was not settling into my new home well after moving. My previous owner described me as very smart, sweet, gentle, and playful. They also did say that I can be a little too protective at times. I would do best with some additional positive reinforcement training so that I can learn to relax and trust.<p/><p/>I am full of energy and I love to play! I especially love fetch! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy. The volunteers at the shelter say that I walk great on leash and am much calmer when outside of my kennel. I am an equal mix between cuddly and indepedent. <p/><p/>I am a very smart dog! I have shown my caregivers that I already know how to ""sit"", ""stay"", ""come"", and ""shake"" and I can't wait to learn more!<p/><p/>My caregivers have observed that I might not get along with other dogs. I may do best as the only dog in my new home or need to meet other dogs in the home first.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality!  I am full of energy and I love to play! I do best when I have lots of exercise and something to keep my mind busy.  I would do best in a home without young children.<p/> Adoption Fee: $125.00<p/>",RED
K19-114989,A578730,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954370,LOST,Roger,Cat,,Male,Domestic Longhair,Unknown,01/20/2019 12:00:00 AM,Date Lost,1642 S 240TH S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954370,Image Copyright HLP Inc. 2019,,
K18-114482,A577339,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A577339,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Maggie,Dog,6 YEARS 1 MONTH,Female,Korean Jindo / Shiba Inu,White,12/22/2018 12:00:00 AM,Received on,21400 98TH AVE S,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A577339,Image Copyright HLP Inc. 2019,"Received on: 2018-12-22<p/> Found Near: 21400 98TH AVE S, KENT WA 98031<p/> Description: White Female Korean Jindo / Shiba Inu Dog<p/> Age: 6 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K19-114995,A578778,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954449,LOST,Rita,Dog,,Female,Miniature Pinscher,Unknown,01/18/2019 12:00:00 AM,Date Lost,,,WA,98032,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954449,Image Copyright HLP Inc. 2019,,
K19-114980,A578695,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578695,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Gracie,Dog,5 YEARS,Spayed Female,West Highland White Terrier,White,01/20/2019 12:00:00 AM,Received on,1000 CENTRAL AVE N,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578695,Image Copyright HLP Inc. 2019,"Received on: 2019-01-20<p/> Found Near: 1000 CENTRAL AVE N, KENT WA 98032<p/> Description: White Spayed Female West Highland White Terrier Dog<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115000,A578790,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578790,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,NO AGE,Neutered Male,Domestic Shorthair,White / Brn Tabby,01/22/2019 12:00:00 AM,Received on,16300 177TH PL NE,WOODINVILLE,WA,98072,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578790,Image Copyright HLP Inc. 2019,"Received on: 2019-01-22<p/> Found Near: 16300 177TH PL NE, WOODINVILLE WA 98072<p/> Description: White / Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-114886,A578429,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578429,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Laika,Dog,3 YEARS,Spayed Female,Pit Bull,Tan / White,01/16/2019 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578429,Image Copyright HLP Inc. 2019,"Received on: 2019-01-16<p/> Found Near: 21600 64TH AVE S, KENT WA 98032<p/> Description: Tan / White Spayed Female Pit Bull Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-114955,A578646,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578646,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cece,Dog,7 YEARS,Spayed Female,Terrier / Mix,White / Brown,01/18/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578646,Image Copyright HLP Inc. 2019,"Received on: 2019-01-18<p/> Description: White / Brown<p/>  Spayed Female Terrier / Mix Dog<p/> Age: 7 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is CECE and I am available for adoption.<p/><p/>I was brought in by my previous owner on 1/18/19 because they can no longer care for me. I lived in a home with cats and children.  <p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am a very smart dog! <p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers have noticed that I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction. I do not care so much for smaller dogs. <p/><p/><p/><p/> Adoption Fee: $200.00<p/>",GREEN
K19-114996,A578785,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954502,In Public Home,,Dog,,,Labrador Retriever,Black,01/22/2019 12:00:00 AM,Date Found,900 QUARTZ DR SW,NORTH BEND,WA,98045,NORTH BEND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954502,Image Copyright HLP Inc. 2019,,
K19-115012,A578821,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954674,In Public Home,,Cat,,Male,Domestic Shorthair,Black / White,01/21/2019 12:00:00 AM,Date Found,156TH PLACE NE & NE 70TH CT,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954674,Image Copyright HLP Inc. 2019,,
K18-114328,A576733,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Wiley,Cat,13 YEARS 9 MONTHS,Neutered Male,Domestic Shorthair,Orange / White,12/14/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A576733,Image Copyright HLP Inc. 2019,"Received on: 2018-12-14<p/> Description: Orange / White Neutered Male Domestic Shorthair Cat<p/> Age: 13 YEARS 9 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Wiley and I am available for adoption.<p/><p/>I was brought in by my previous owner on 12/14/18 because I was going to the bathroom outside of the litterbox.  My previous owners said that I do not seem to get along with other cats or dogs, so I may do best as the only cat in my new home. I am an active and friendly cat, and I love to play with string toys.  <p/><p/>My personality color is BLUE in this environment. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>Adoption Fee: $30.00<p/>",BLUE
K18-113880,A575091,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A575091,Neko,Astrid,Cat,2 YEARS 2 MONTHS,Spayed Female,Domestic Longhair,Cream / Brown,11/20/2018 12:00:00 AM,Received on,11000 NE 10TH ST,BELLEVUE,WA,98004,BELLEVUE,47.61978,-122.1922,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A575091,Image Copyright HLP Inc. 2019,"Received on: 2018-11-20<p/> Found Near: 11000 NE 10TH ST, BELLEVUE WA 98004<p/> Description: Cream / Brown Spayed Female Domestic Longhair Cat<p/> Age: 2 YEARS 2 MONTHS<p/> Current Location: Neko<p/>",BLUE
K14-076951,A449967,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Penny,Cat,10 YEARS 3 MONTHS,Spayed Female,Domestic Shorthair,Calico,11/02/2014 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A449967,Image Copyright HLP Inc. 2019,Received on: 2014-11-02<p/> Description: Calico Spayed Female Domestic Shorthair Cat<p/> Age: 10 YEARS 3 MONTHS<p/> Current Location: In RASKC Foster Home <p/><p/>Adoption Fee: $30.00<p/>,
K19-114886,A578429,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578429,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Laika,Dog,3 YEARS,Spayed Female,Pit Bull,Tan / White,01/16/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578429,Image Copyright HLP Inc. 2019,"Received on: 2019-01-16<p/> Description: Tan / White<p/>  Spayed Female Pit Bull Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Laika and I am available for adoption.<p/><p/>I was brought in by a good samaritan on January 16, 2019. <p/><p/>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I am a bit shy in the first couple minutes of meeting me, but after I get a good sniff of you then I'm SUPER FRIENDLY!  I really love people and I love being petted and given lots of love and affection. I also like other dogs, I have met a few big dogs at the shelter and I'm a bit shy with them. But I would be happy having a calm doggy friend to live with!<p/> Adoption Fee: $100.00<p/>",BLUE
K18-110487,A563652,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A563652,"Tukwila Petco 17200 SOUTHCENTER PKWY 100 TUKWILA, WA 98188",Peanut,Cat,9 YEARS 6 MONTHS,Spayed Female,Domestic Shorthair,Black / White,07/19/2018 12:00:00 AM,Received on,17200 SOUTHCENTER PKWY 100,TUKWILA,WA,98188,TUKWILA,47.449119,-122.25821,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A563652,Image Copyright HLP Inc. 2019,"Received on: 2018-07-19<p/> Description: Black / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 9 YEARS 6 MONTHS<p/> Current Location: Tukwila Petco 17200 SOUTHCENTER PKWY 100 TUKWILA, WA 98188<p/>Hi! My name is Peanut and I am available for adoption.<p/><p/>I was transferred in from another shelter on July 20, 2018. <p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/> My caregivers have noticed that I do not seem to get along with other cats, so I may do best as the only cat in my new home.<p/><p/> Adoption Fee: $30.00<p/>",
K19-115013,A578822,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954689,LOST,Little Bit,Dog,,Female,Yorkshire Terrier,Unknown,01/22/2019 12:00:00 AM,Date Lost,156TH,161ST MAPLE VALLE,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954689,Image Copyright HLP Inc. 2019,,
K19-115028,A578853,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578853,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,2 YEARS,Male,German Wirehaired Pointer / Mix,Black,01/23/2019 12:00:00 AM,Received on,1500 ROCK CREEK RIDGE BLVD SW,NORTH BEND,WA,98045,NORTH BEND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578853,Image Copyright HLP Inc. 2019,"Received on: 2019-01-23<p/> Found Near: 1500 ROCK CREEK RIDGE BLVD SW, NORTH BEND WA 98045<p/> Description: Black Male German Wirehaired Pointer / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-114773,A573784,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A573784,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Bella,Cat,1 YEAR 2 MONTHS,Spayed Female,Domestic Shorthair,Brn Tabby,01/10/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A573784,Image Copyright HLP Inc. 2019,"Received on: 2019-01-10<p/> Description: Brn Tabby<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Bella and I am available for adoption.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/><p/>I'm a spunky and fun-loving little kitty ready for my furrrever home!  I'm such a sweetie and I love to play!<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>My caregivers have noticed that I do not seem to get along with other cats, so I may do best as the only cat in my new home.<p/><p/> Adoption Fee: $30.00<p/>",RED
K19-115027,A578852,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954869,LOST,Blue Bear,Cat,,Female,Manx,Unknown,01/21/2019 12:00:00 AM,Date Lost,16060 INTERLAKE N.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954869,Image Copyright HLP Inc. 2019,,
K19-114966,A578665,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578665,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Huckleberry,Rabbit Sh,1 YEAR,Neutered Male,Rabbit Sh,White / Gray,01/19/2019 12:00:00 AM,Received on,30200 176TH AVE SE,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578665,Image Copyright HLP Inc. 2019,"Received on: 2019-01-19<p/> Found Near: 30200 176TH AVE SE, KENT WA 98042<p/> Description: White / Gray Neutered Male Rabbit Sh Rabbit Sh<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115037,A578884,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955055,LOST,Bear,Dog,,Male,Great Pyrenees,Unknown,12/24/2018 12:00:00 AM,Date Lost,28400 239TH PL SE,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955055,Image Copyright HLP Inc. 2019,,
K19-114945,A578635,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578635,"Reber Ranch 28606 132ND AVE SE KENT, WA 98042",Pepper,Cat,10 MONTHS,Spayed Female,Domestic Mediumhair,Black,01/18/2019 12:00:00 AM,Received on,28606 132ND AVE SE,KENT,WA,98042,KENT,47.344857,-122.164359,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578635,Image Copyright HLP Inc. 2019,"Received on: 2019-01-18<p/> Description: Black<p/>  Spayed Female Domestic Mediumhair Cat<p/> Age: 10 MONTHS<p/> Current Location: Reber Ranch 28606 132ND AVE SE KENT, WA 98042<p/>Hi! My name is Pepper and I am available for adoption.<p/><p/>I was brought in by a good samaritan on January 18th, 2018.<p/><p/>I can be quite shy at first but once you start to pet me and let me get to know you I'm actually quite the love bug! I love to get pets and snuggle up to my favorite people. I'm young and would love to go to a home and family that will help me gain my confidence so I can be a big, happy kitty! <p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/> Adoption Fee: $30.00<p/>",BLUE
K19-114945,A578635,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578635,"Reber Ranch 28606 132ND AVE SE KENT, WA 98042",Pepper,Cat,10 MONTHS,Spayed Female,Domestic Mediumhair,Black,01/18/2019 12:00:00 AM,Received on,27300 MAPLE VALLEY BLACK DIAMOND RD SE,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578635,Image Copyright HLP Inc. 2019,"Received on: 2019-01-18<p/> Found Near: 27300 MAPLE VALLEY BLACK DIAMOND RD SE, MAPLE VALLEY WA 98038<p/> Description: Black Spayed Female Domestic Mediumhair Cat<p/> Age: 10 MONTHS<p/> Current Location: Reber Ranch 28606 132ND AVE SE KENT, WA 98042<p/>",BLUE
K18-110899,A564655,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A564655,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Checkers,Cat,14 YEARS 5 MONTHS,Spayed Female,Domestic Shorthair,Black / White,08/02/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A564655,Image Copyright HLP Inc. 2019,"Received on: 2018-08-02<p/> Description: Black / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 14 YEARS 5 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Checkers and I am available for adoption.<p/><p/>I was brought in by my previous owner on August 2nd, 2018 because they were moving and could not keep me. My previous owner described me as friendly and sweet. They also said that I like to hang out in windows and watch birds, lay on your lap and that I'm not a big fan of being picked up. <p/><p/>My personality color is red.  I enjoy getting pets on the head most and I like sitting on your lap after I get to know you!  <p/><p/>My caregivers have noticed I do not like other cats.  I prefer to be the only princess in the house!<p/><p/> Adoption Fee: $30.00<p/>",RED
K19-114953,A578644,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578644,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Jack,Cat,5 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,01/18/2019 12:00:00 AM,Received on,14700 SE 224TH ST,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578644,Image Copyright HLP Inc. 2019,"Received on: 2019-01-18<p/> Found Near: 14700 SE 224TH ST, KENT WA 98042<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>",
K19-115045,A578910,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578910,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,5 YEARS,Female,Domestic Longhair,Calico / White,01/24/2019 12:00:00 AM,Received on,4200 S 260TH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578910,Image Copyright HLP Inc. 2019,"Received on: 2019-01-24<p/> Found Near: 4200 S 260TH ST, KENT WA 98032<p/> Description: Calico / White Female Domestic Longhair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-114958,A578660,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578660,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tito,Dog,3 YEARS,Neutered Male,Chow Chow / Mix,Red / Black,01/19/2019 12:00:00 AM,Received on,1100 CENTRAL AVE N,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578660,Image Copyright HLP Inc. 2019,"Received on: 2019-01-19<p/> Found Near: 1100 CENTRAL AVE N, KENT WA 98032<p/> Description: Red / Black Neutered Male Chow Chow / Mix Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-115052,A578918,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578918,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Female,Domestic Shorthair,Black,01/24/2019 12:00:00 AM,Received on,3400 S 176TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578918,Image Copyright HLP Inc. 2019,"Received on: 2019-01-24<p/> Found Near: 3400 S 176TH ST, SEATAC WA 98188<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115050,A578916,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578916,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Male,Domestic Shorthair,Gray Tabby,01/24/2019 12:00:00 AM,Received on,3400 S 176TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578916,Image Copyright HLP Inc. 2019,"Received on: 2019-01-24<p/> Found Near: 3400 S 176TH ST, SEATAC WA 98188<p/> Description: Gray Tabby Male Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K19-115044,A578909,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955153,LOST,Daisy,Dog,,Female,Australian Kelpie,Unknown,01/21/2019 12:00:00 AM,Date Lost,KAYAK LAKE RD AND HIGH ROCK RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955153,Image Copyright HLP Inc. 2019,,
K18-113180,A572724,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Wilson,Cat,14 YEARS 3 MONTHS,Neutered Male,Domestic Longhair,Black / White,10/23/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A572724,Image Copyright HLP Inc. 2019,"Received on: 2018-10-23<p/> Description: Black / White Neutered Male Domestic Longhair Cat<p/> Age: 14 YEARS 3 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Wilson and I am available for adoption.<p/><p/>I was brought in by my previous owner on 10/23/18 because they were unable to care for my medical needs and I was not getting along with my housemates. I lived in a home with other cats/dogs. My previous owner described me as shy. My caregivers at the shelter have noticed that I am actually very interested in human interaction and I love to get attention. I will even purr for you if you rub my neck!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am an independent kitty who likes to do my own thing! I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break. My previous owner had noticed that I do not seem to get along with other cats, so I may do best as the only cat in my new home.<p/><p/>I was previously declawed on my front paws. Because I can't protect myself outside, I need to be an indoor-only cat.<p/><p/><p/><p/>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p/><p/>1)     This animal has been diagnosed as hyperthyroid.  This means that thyroid gland is producing an excess of hormones.  This disease can be easily managed with daily medication, radioactive iodine treatment or prescription diet.  Please follow up with you regular veterinarian to create a treatment plan.  We have also included a handout with more information about this disease.<p/><p/>2)    History of urinating out of the box.  This is likely related to his hyperthyroidism, but may also be behavioral or situational.<p/><p/>3)  Moderate to severe dental disease.  A dental cleaneing is needed and extractions are likely. <p/><p/>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p/><p/>- Special diet or prescription foods<p/>- Prescription or over-the-counter medicines<p/>- Special skin care or shampoos<p/>- Regular veterinarian visits, which may include blood tests or other monitoring<p/>- Possible surgery or other procedures as determined by your veterinarian<p/><p/><p/><p/>Adoption Fee: $30.00<p/>",GREEN
K19-115053,A578919,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955274,LOST,Charlie,Cat,,Male,Domestic Shorthair,Unknown,01/23/2019 12:00:00 AM,Date Lost,12900 SE 246TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955274,Image Copyright HLP Inc. 2019,,
K19-115059,A578924,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955325,In Public Home,,Dog,,Female,Labrador Retriever,Black,01/24/2019 12:00:00 AM,Date Found,19600 42ND AVE NE,LAKE FOREST PARK,WA,98155,LAKE FOREST PAR,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955325,Image Copyright HLP Inc. 2019,,
